Content ID,Reaction Type,Datetime,Category_y,Score,,,Top 5 Category   ,
97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,11-04-2021 20:47,Studying,12,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,like,13-06-2021 16:46,Studying,50,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,heart,11-04-2021 14:29,Studying,60,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,02-03-2021 19:21,Studying,12,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27-06-2020 18:44,Studying,5,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,09-05-2021 21:05,Studying,5,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,04-08-2020 23:58,Studying,70,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,28-08-2020 03:57,Studying,75,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,25-08-2020 08:21,Studying,45,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,20-04-2021 23:48,Studying,15,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,07-03-2021 12:40,Studying,30,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,24-05-2021 03:21,Studying,20,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,24-01-2021 11:03,Studying,75,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,09-04-2021 02:46,Studying,0,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,02-02-2021 03:43,Studying,75,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,04-02-2021 03:06,Studying,30,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,09-11-2020 02:49,Studying,10,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,29-09-2020 16:00,Studying,15,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,29-11-2020 21:33,Studying,10,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,want,13-02-2021 07:54,Studying,70,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,14-07-2020 05:28,Studying,30,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,23-08-2020 10:30,Studying,20,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,10-05-2021 09:27,Studying,12,,,,
97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15-03-2021 03:59,Studying,5,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,25-06-2020 17:01,healthy eating,10,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,13-09-2020 00:11,healthy eating,45,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20-08-2020 18:17,healthy eating,35,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,11-02-2021 04:53,healthy eating,15,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,08-03-2021 10:40,healthy eating,5,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,28-03-2021 21:15,healthy eating,0,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25-05-2021 01:00,healthy eating,5,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,15-03-2021 12:17,healthy eating,50,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,05-05-2021 16:26,healthy eating,65,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,31-08-2020 00:21,healthy eating,65,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,16-06-2021 03:02,healthy eating,60,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,07-07-2020 10:52,healthy eating,20,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20-08-2020 07:59,healthy eating,35,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,23-09-2020 11:15,healthy eating,65,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,24-03-2021 05:56,healthy eating,50,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,07-12-2020 19:13,healthy eating,5,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,03-08-2020 16:41,healthy eating,75,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10-01-2021 15:36,healthy eating,72,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,20-09-2020 08:48,healthy eating,15,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,20-07-2020 14:06,healthy eating,70,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,24-10-2020 12:15,healthy eating,72,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,06-06-2021 01:27,healthy eating,30,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,25-12-2020 00:09,healthy eating,60,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,like,14-06-2021 07:56,healthy eating,50,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,like,05-06-2021 18:00,healthy eating,50,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18-11-2020 23:37,healthy eating,5,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,09-05-2021 02:42,healthy eating,30,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11-05-2021 08:38,healthy eating,10,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,12-11-2020 08:00,healthy eating,35,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,21-06-2020 16:57,healthy eating,60,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,04-03-2021 23:58,healthy eating,75,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,09-07-2020 16:47,healthy eating,70,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,01-08-2020 19:16,healthy eating,5,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23-11-2020 22:46,healthy eating,10,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11-12-2020 14:08,healthy eating,15,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23-04-2021 23:41,healthy eating,10,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13-11-2020 00:33,healthy eating,70,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,09-06-2021 10:13,healthy eating,30,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29-10-2020 19:41,healthy eating,65,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14-05-2021 12:47,healthy eating,60,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,04-08-2020 05:40,healthy eating,0,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,07-08-2020 04:09,healthy eating,72,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23-10-2020 21:19,healthy eating,72,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14-11-2020 23:53,healthy eating,72,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,04-08-2020 19:26,healthy eating,12,,,,
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12-11-2020 04:54,healthy eating,30,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,worried,03-04-2021 12:17,technology,12,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,want,27-09-2020 22:15,technology,70,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,heart,27-10-2020 05:45,technology,60,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,scared,15-10-2020 09:11,technology,15,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,heart,07-05-2021 09:16,technology,60,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,hate,16-09-2020 08:39,technology,5,,,,
356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29-10-2020 15:38,technology,20,,,,
01ab84dd-6364-4236-abbb-3f237db77180,scared,24-05-2021 18:03,food,15,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25-02-2021 20:02,cooking,30,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,02-05-2021 03:45,cooking,5,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28-01-2021 08:49,cooking,70,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15-02-2021 13:06,cooking,35,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,04-11-2020 21:25,cooking,10,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23-06-2020 22:12,cooking,65,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16-02-2021 04:01,cooking,70,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,03-01-2021 08:44,cooking,30,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25-11-2020 12:45,cooking,72,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,03-12-2020 16:47,cooking,50,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22-05-2021 21:03,cooking,50,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18-01-2021 13:39,cooking,70,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,06-01-2021 00:35,cooking,20,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14-05-2021 14:33,cooking,72,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27-05-2021 15:21,cooking,12,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21-07-2020 02:12,cooking,35,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26-05-2021 06:09,cooking,10,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25-02-2021 03:16,cooking,10,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,07-12-2020 22:50,cooking,45,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24-10-2020 14:06,cooking,20,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,01-09-2020 21:18,cooking,35,,,,
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10-05-2021 22:07,cooking,72,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12-02-2021 16:37,dogs,70,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28-04-2021 15:22,dogs,60,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24-01-2021 00:38,dogs,45,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18-03-2021 01:53,dogs,12,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14-01-2021 07:21,dogs,0,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23-12-2020 04:11,dogs,60,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21-05-2021 07:23,dogs,5,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,like,28-03-2021 23:25,dogs,50,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16-09-2020 07:33,dogs,35,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,08-11-2020 10:53,dogs,20,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,06-03-2021 05:23,dogs,60,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13-01-2021 23:35,dogs,0,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,want,06-09-2020 22:35,dogs,70,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24-06-2020 09:31,dogs,30,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,07-02-2021 21:39,dogs,5,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21-01-2021 18:28,dogs,45,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27-02-2021 00:21,dogs,10,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22-08-2020 12:06,dogs,12,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,03-08-2020 06:29,dogs,70,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-08-2020 06:20,dogs,15,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,want,04-06-2021 04:57,dogs,70,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21-10-2020 09:07,dogs,75,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26-12-2020 19:46,dogs,10,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-03-2021 22:47,dogs,15,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31-03-2021 09:48,dogs,20,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14-06-2021 13:44,dogs,30,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27-12-2020 17:04,dogs,15,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11-02-2021 03:51,dogs,15,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,07-12-2020 19:07,dogs,30,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28-12-2020 08:31,dogs,30,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26-10-2020 05:27,dogs,30,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26-09-2020 18:43,dogs,12,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25-11-2020 13:01,dogs,15,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11-07-2020 05:51,dogs,60,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19-03-2021 16:23,dogs,60,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11-10-2020 18:31,dogs,30,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,02-11-2020 20:15,dogs,60,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,want,01-10-2020 03:35,dogs,70,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11-02-2021 20:10,dogs,0,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,want,07-02-2021 15:59,dogs,70,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17-10-2020 11:46,dogs,5,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,like,09-08-2020 19:41,dogs,50,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,love,01-02-2021 02:40,dogs,65,,,,
3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30-01-2021 09:36,dogs,72,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31-03-2021 15:24,technology,70,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,05-02-2021 17:00,technology,75,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19-02-2021 16:29,technology,60,,,,
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25-07-2020 00:00,technology,12,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,adore,13-07-2020 02:38,soccer,72,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,13-01-2021 13:11,soccer,20,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,worried,02-01-2021 16:46,soccer,12,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26-11-2020 02:25,soccer,45,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,want,25-08-2020 19:18,soccer,70,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,hate,01-02-2021 00:15,soccer,5,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,love,04-06-2021 14:36,soccer,65,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,adore,19-08-2020 13:38,soccer,72,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22-04-2021 02:08,soccer,70,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,super love,26-06-2020 10:33,soccer,75,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,like,15-08-2020 18:16,soccer,50,,,,
0bedca96-fb76-4287-a83c-17330ed39cce,love,26-11-2020 13:42,soccer,65,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14-04-2021 00:56,public speaking,70,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,21-07-2020 21:27,public speaking,20,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,29-03-2021 06:57,public speaking,10,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20-05-2021 16:11,public speaking,70,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,02-11-2020 06:09,public speaking,50,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,24-10-2020 15:37,public speaking,20,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,07-09-2020 14:42,public speaking,60,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,04-03-2021 02:46,public speaking,15,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,07-01-2021 14:08,public speaking,72,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,06-07-2020 11:18,public speaking,35,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,27-03-2021 04:56,public speaking,50,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-11-2020 21:25,public speaking,45,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22-08-2020 01:25,public speaking,70,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,14-06-2021 11:45,public speaking,35,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,15-07-2020 19:28,public speaking,12,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-03-2021 14:39,public speaking,45,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,07-04-2021 03:15,public speaking,75,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24-04-2021 06:56,public speaking,70,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,30-09-2020 14:05,public speaking,60,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,19-07-2020 19:28,public speaking,60,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,21-01-2021 07:08,public speaking,15,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,31-01-2021 13:48,public speaking,15,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24-12-2020 03:24,public speaking,5,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,27-05-2021 01:44,public speaking,0,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,13-02-2021 04:14,public speaking,0,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,14-07-2020 04:36,public speaking,72,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,15-07-2020 16:03,public speaking,10,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,08-10-2020 17:23,public speaking,50,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,12-11-2020 23:55,public speaking,60,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,21-02-2021 05:01,public speaking,70,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,09-07-2020 08:58,public speaking,45,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,26-06-2020 23:45,public speaking,72,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,20-11-2020 13:18,public speaking,12,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,29-05-2021 21:34,public speaking,50,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,22-02-2021 02:48,public speaking,20,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07-01-2021 18:39,public speaking,15,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,01-10-2020 15:10,public speaking,72,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,21-11-2020 08:24,public speaking,5,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15-04-2021 13:50,public speaking,15,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,love,30-06-2020 01:14,public speaking,65,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,01-12-2020 15:06,public speaking,70,,,,
b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07-11-2020 00:47,public speaking,15,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,30-06-2020 13:08,science,75,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,04-08-2020 03:09,science,60,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,28-07-2020 07:01,science,45,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,25-10-2020 02:39,science,75,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,05-07-2020 03:37,science,12,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,28-04-2021 15:16,science,70,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,31-01-2021 00:54,science,20,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,29-08-2020 11:37,science,72,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,15-10-2020 12:09,science,45,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,02-08-2020 21:20,science,65,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,31-10-2020 21:46,science,15,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,12-10-2020 09:40,science,60,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12-12-2020 12:22,science,70,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,09-01-2021 16:37,science,50,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23-08-2020 04:39,science,5,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,22-12-2020 04:20,science,65,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,07-11-2020 08:49,science,0,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,17-04-2021 22:45,science,72,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,21-04-2021 00:21,science,15,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,19-07-2020 10:33,science,45,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,06-07-2020 02:08,science,45,,,,
5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,26-03-2021 05:42,science,65,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13-09-2020 11:24,tennis,70,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,28-01-2021 21:06,tennis,12,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,20-01-2021 01:15,tennis,20,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,03-09-2020 01:15,tennis,75,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,09-01-2021 10:46,tennis,12,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,19-09-2020 22:29,tennis,20,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,29-05-2021 07:21,tennis,75,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,15-05-2021 19:04,tennis,12,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,15-08-2020 12:27,tennis,45,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,31-03-2021 15:51,tennis,0,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,15-02-2021 03:32,tennis,35,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,29-03-2021 19:03,tennis,15,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,29-07-2020 10:40,tennis,15,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,08-05-2021 13:47,tennis,5,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,06-11-2020 02:36,tennis,60,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,25-07-2020 16:31,tennis,75,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,04-12-2020 00:56,tennis,12,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,22-09-2020 02:08,tennis,75,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,05-07-2020 05:50,tennis,5,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,20-10-2020 12:11,tennis,70,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,11-01-2021 06:02,tennis,60,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,28-02-2021 07:51,tennis,70,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,06-12-2020 13:45,tennis,45,,,,
0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,05-05-2021 09:54,tennis,35,,,,
